orbis_name,id,original_orbis_name,kununu_name,kununu_id,original_kununu_name,match_type,Unnamed: 0
vermes microdispensing gmbh,84667624,vermes microdispensing gmbh,vermes microdispensing gmbh,4c57f4c4-c5a0-4f35-bf10-a6a0a7974e40,vermes microdispensing gmbh,exact_match,
berger feintechnik gmbh,2827078,berger feintechnik gmbh,berger feintechnik gmbh,8417fdde-6393-4fa3-b3ef-85428b16b682,berger feintechnik gmbh,exact_match,
ebner media group gmbh und co kg,2826528,ebner media group gmbh und co kg,ebner media group gmbh und co kg,32867664-126e-4438-9cd5-c37ae39ca99a,ebner media group gmbh und co kg,exact_match,
roma kg,2826491,roma kg,roma kg,769aa699-39e0-44bf-b525-849be79e2fbc,roma kg,exact_match,
falch gmbh,2827729,falch gmbh,falch gmbh,b6bfbd76-f200-442a-9ee6-4aa131f6b476,falch gmbh,exact_match,
kling consult gmbh,2827817,kling consult gmbh,kling consult gmbh,eff45830-46ca-4205-97e8-acaebd2dd5de,kling consult gmbh,exact_match,
avs aggregatebau gmbh,2827371,avs aggregatebau gmbh,avs aggregatebau gmbh,dc798c21-89f5-43c1-bd63-df1fd4129f26,avs aggregatebau gmbh,exact_match,
reichmann und sohn gmbh,2825974,reichmann und sohn gmbh,reichmann und sohn gmbh,1c56d923-10ae-4158-a37e-0389ee7e7fa7,reichmann und sohn gmbh,exact_match,
esta apparatebau gmbh und co kg,2826052,esta apparatebau gmbh und co kg,esta apparatebau gmbh und co kg,2d03f203-fb5d-4f50-9b5f-76f58c8c9769,esta apparatebau gmbh und co kg,exact_match,
acd elektronik gmbh,2826012,acd elektronik gmbh,acd elektronik gmbh,9f2aaf28-1c1d-4bf3-b8ec-22e145fd2a21,acd elektronik gmbh,exact_match,
gustav gerster gmbh und co kg,2825943,gustav gerster gmbh und co kg,gustav gerster gmbh und co kg,ab3a1a6d-984d-44e5-bd5b-191027220aca,gustav gerster gmbh und co kg,exact_match,
spohn und burkhardt gmbh und co kg elektrotechnische fabrik,2826318,spohn und burkhardt gmbh und co kg elektrotechnische fabrik,spohn und burkhardt gmbh und co kg elektrotechnische fabrik,cfe8bc86-8484-4af1-90ea-8130be1f9ff1,spohn und burkhardt gmbh und co kg elektrotechnische fabrik,exact_match,
metzner maschinenbau gmbh,2826156,metzner maschinenbau gmbh,metzner maschinenbau gmbh,ed6771a2-0075-43d7-88e6-f98d42a2b02a,metzner maschinenbau gmbh,exact_match,
alfred pfersich gmbh und co kg,2826123,alfred pfersich gmbh und co kg,alfred pfersich gmbh und co kg,3a722a7d-ec3b-4047-b3b0-14277d997afb,alfred pfersich gmbh und co kg,exact_match,
rayher hobby gmbh,2826139,rayher hobby gmbh,rayher hobby gmbh,2b005b78-2436-4577-b815-bc1a278244b7,rayher hobby gmbh,exact_match,
rieger u moser kraftfahrzeuge gmbh und co kg,2825697,rieger u moser kraftfahrzeuge gmbh und co kg,rieger u moser kraftfahrzeuge gmbh und co kg,b5e10e0c-ef6c-46ff-be3a-839e77a0f1ae,rieger u moser kraftfahrzeuge gmbh und co kg,exact_match,
biesse deutschland gmbh,2829618,biesse deutschland gmbh,biesse deutschland gmbh,296280c0-4f4b-4f98-a5c8-fbb5902ae155,biesse deutschland gmbh,exact_match,
nething generalplaner gmbh,2829658,nething generalplaner gmbh,nething generalplaner gmbh,bf6282c1-dd2a-43fc-9785-68b52736f1bf,nething generalplaner gmbh,exact_match,
ehingerschwarz gmbh und co kg,2830089,ehingerschwarz gmbh und co kg,ehingerschwarz gmbh und co kg,ddfdb95d-b510-433e-a486-2a7d8c96c24d,ehingerschwarz gmbh und co kg,exact_match,
ais alfaplan gmbh,2830357,ais alfaplan gmbh,ais alfaplan gmbh,8e869cf5-7406-4dde-9815-596a4638aa3d,ais alfaplan gmbh,exact_match,
kaufmann gmbh,2830339,kaufmann gmbh,kaufmann gmbh,8d7211d1-f606-4b91-a923-1944234911ba,kaufmann gmbh,exact_match,
inworks gmbh,7470148,inworks gmbh,inworks gmbh,34e75e30-bf0b-43d6-8695-ae7370af11ab,inworks gmbh,exact_match,
feinguss blank gmbh,2830241,feinguss blank gmbh,feinguss blank gmbh,a0ff6f57-1de3-4c16-84cf-63fbcfd930b3,feinguss blank gmbh,exact_match,
centron software gmbh,11476195,centron software gmbh,centron software gmbh,aad78944-6f90-4209-9a80-b000e954b815,centron software gmbh,exact_match,
handtmann service gmbh und co kg,2830070,handtmann service gmbh und co kg,handtmann service gmbh und co kg,789a7968-fc66-460e-a1cf-8fe2851cd0fc,handtmann service gmbh und co kg,exact_match,
artiso solutions gmbh,2829972,artiso solutions gmbh,artiso solutions gmbh,d4ae9f69-a6c3-49f1-8256-35a7636a1b7a,artiso solutions gmbh,exact_match,
lerch gmbh,2829967,lerch gmbh,lerch gmbh,18177617-9efb-47c5-8e52-ccf592a2b013,lerch gmbh,exact_match,
medica medizintechnik gmbh,2828183,medica medizintechnik gmbh,medica medizintechnik gmbh,00c4b9ea-c661-4af4-aa9f-d82cd5e9a69b,medica medizintechnik gmbh,exact_match,
kenter gmbh,2828096,kenter gmbh,kenter gmbh,1eae666b-44c4-417d-90b1-1445b56ca718,kenter gmbh,exact_match,
welte rohrbiegetechnik gmbh,2828895,welte rohrbiegetechnik gmbh,welte rohrbiegetechnik gmbh,813afc04-a6ff-4282-b6e6-b49381611051,welte rohrbiegetechnik gmbh,exact_match,
licon mt gmbh und co kg,60521778,licon mt gmbh und co kg,licon mt gmbh und co kg,69cbf69c-5d6f-4d60-b4eb-5716637bd069,licon mt gmbh und co kg,exact_match,
prospitalia gmbh,2828758,prospitalia gmbh,prospitalia gmbh,07b50132-9cc4-4d79-be90-70003f819f88,prospitalia gmbh,exact_match,
puracon gmbh,264244031,puracon gmbh,puracon gmbh,53cf8211-51c9-408b-89f2-d3b4f6250556,puracon gmbh,exact_match,
verodigit gmbh,288682793,verodigit gmbh,verodigit gmbh,5f8d716e-24b9-4dc0-a27a-2d87aefcf076,verodigit gmbh,exact_match,
kathrein digital systems gmbh,314791615,kathrein digital systems gmbh,kathrein digital systems gmbh,c7dd0eaa-2a63-4b46-9afe-0c9e49e349d0,kathrein digital systems gmbh,exact_match,
guldberg gmbh,322702918,guldberg gmbh,guldberg gmbh,38c9711b-b85d-4360-84dc-389ecdf74a2c,guldberg gmbh,exact_match,
erl immobilien ag,493306362,erl immobilien ag,erl immobilien ag,89e63313-60b0-46d6-a01b-fe9ba00dbe43,erl immobilien ag,exact_match,
josef aichinger gmbh internationale transporte und spedition,2817865,josef aichinger gmbh internationale transporte und spedition,josef aichinger gmbh internationale transporte und spedition,2147c678-47a9-4f9d-8acc-eb205c475adc,josef aichinger gmbh internationale transporte und spedition,exact_match,
resch maschinenbau gmbh,2818139,resch maschinenbau gmbh,resch maschinenbau gmbh,a4c85a7c-d5bf-407e-a360-1bf40e25171e,resch maschinenbau gmbh,exact_match,
papierfabrik louisenthal gmbh,2817303,papierfabrik louisenthal gmbh,papierfabrik louisenthal gmbh,ff9024da-2931-4b84-ad1a-a9045a9f8570,papierfabrik louisenthal gmbh,exact_match,
mondi inncoat gmbh,2817552,mondi inncoat gmbh,mondi inncoat gmbh,59cb5361-6583-4f15-b310-8aeaab809e97,mondi inncoat gmbh,exact_match,
elektro enzinger gmbh,2817404,elektro enzinger gmbh,elektro enzinger gmbh,10532266-e9e8-48ed-8de0-3ce8bb5f85f3,elektro enzinger gmbh,exact_match,
collin lab und pilot solutions gmbh,2817488,collin lab und pilot solutions gmbh,collin lab und pilot solutions gmbh,a91d7a72-9f8b-4f36-b571-b2d6eb753e7a,collin lab und pilot solutions gmbh,exact_match,
mayr miesbach gmbh,2817502,mayr miesbach gmbh,mayr miesbach gmbh,7d750dae-fcc5-42ed-8cdd-45a86a675450,mayr miesbach gmbh,exact_match,
dickow pumpen gmbh und co kg,2817457,dickow pumpen gmbh und co kg,dickow pumpen gmbh und co kg,8e81083f-344d-4307-a7e5-ce3c934802ef,dickow pumpen gmbh und co kg,exact_match,
hohenfried ev,193049095,hohenfried ev,hohenfried ev,d383107d-f3fc-4106-ba1d-d4e864e1623d,hohenfried ev,exact_match,
meditrade gmbh,2819045,meditrade gmbh,meditrade gmbh,25d7cc6f-0264-4eed-bc89-e28beb1ada5a,meditrade gmbh,exact_match,
leimer kg,2818208,leimer kg,leimer kg,5a5ac4e0-87f1-46ba-89e0-01c854dfd45e,leimer kg,exact_match,
dr spiller gmbh,2818635,dr spiller gmbh,dr spiller gmbh,84f252ce-410b-414f-9458-be49e34bd864,dr spiller gmbh,exact_match,
rohr spezialfahrzeuge gmbh,299677077,rohr spezialfahrzeuge gmbh,rohr spezialfahrzeuge gmbh,1572d2c1-f0ed-45ed-ac24-55bec56ee0ac,rohr spezialfahrzeuge gmbh,exact_match,
profiteile gmbh und co kg,255157126,profiteile gmbh und co kg,profiteile gmbh und co kg,8a715ccf-a487-48f1-9ff6-2a71f82dd5dd,profiteile gmbh und co kg,exact_match,
amzmarketing gmbh,267097299,amzmarketing gmbh,amzmarketing gmbh,94a3bd22-4ddb-4285-b439-de1923e07872,amzmarketing gmbh,exact_match,
up2parts gmbh,386566468,up2parts gmbh,up2parts gmbh,14f0c22b-434e-4ac3-8b85-f3e06b06d378,up2parts gmbh,exact_match,
bhs intralogistics gmbh,403230477,bhs intralogistics gmbh,bhs intralogistics gmbh,2aa777d0-e04d-4aa7-bf6d-32853375c381,bhs intralogistics gmbh,exact_match,
med3group gmbh,379230302,med3group gmbh,med3group gmbh,a4961e3f-849e-4698-81dc-fca2bd54d37c,med3group gmbh,exact_match,
skywalk gmbh und co kg,7706716,skywalk gmbh und co kg,skywalk gmbh und co kg,70f3ae00-ba72-4bbb-8036-c064a3ebb137,skywalk gmbh und co kg,exact_match,
ebv elektronik gmbh und co kg,50609879,ebv elektronik gmbh und co kg,ebv elektronik gmbh und co kg,6c121734-bcb2-4df9-835f-5f20f4deba4d,ebv elektronik gmbh und co kg,exact_match,
klinik st irmingard gmbh,9298285,klinik st irmingard gmbh,klinik st irmingard gmbh,0f41a1ba-d2fa-439f-a7e4-7c8520c0ed6e,klinik st irmingard gmbh,exact_match,
szu gmbh,9635612,szu gmbh,szu gmbh,5fd150ac-aa73-40d4-829b-8f23d65779e1,szu gmbh,exact_match,
oelcheck gmbh,18521491,oelcheck gmbh,oelcheck gmbh,bf90aa10-bddb-4b4a-ae63-5f46f29ced3e,oelcheck gmbh,exact_match,
eberl internationale spedition gmbh und co kg,2825151,eberl internationale spedition gmbh und co kg,eberl internationale spedition gmbh und co kg,f41e861c-3584-4dc4-9eb6-f318858cda9b,eberl internationale spedition gmbh und co kg,exact_match,
halvotec gmbh,2824920,halvotec gmbh,halvotec gmbh,85741f5d-cfb8-4366-b1b2-ba296a5b9b82,halvotec gmbh,exact_match,
websline internet und marketing gmbh,81449418,websline internet und marketing gmbh,websline internet und marketing gmbh,f2b0a429-694a-4cdb-a744-37de6a73ab97,websline internet und marketing gmbh,exact_match,
incadea gmbh,2825282,incadea gmbh,incadea gmbh,b7ea46a7-c453-424c-b38a-a3d374e2c0cd,incadea gmbh,exact_match,
tgw robotics gmbh,11475861,tgw robotics gmbh,tgw robotics gmbh,9705a464-9fd4-49a2-a998-514410e2688b,tgw robotics gmbh,exact_match,
zess betriebsgesellschaft mbh und co kg,31723499,zess betriebsgesellschaft mbh und co kg,zess betriebsgesellschaft mbh und co kg,8f7df910-25dd-47cd-8877-86a64a6f527e,zess betriebsgesellschaft mbh und co kg,exact_match,
elektro maier gmbh,14460839,elektro maier gmbh,elektro maier gmbh,f1a3ef2f-d72d-4c89-ab08-da480f7300b6,elektro maier gmbh,exact_match,
link protect gmbh,16537524,link protect gmbh,link protect gmbh,dbb58fbf-f3d2-4457-a869-c8527599eee9,link protect gmbh,exact_match,
cts gmbh competence for technical solutions,30675046,cts gmbh competence for technical solutions,cts gmbh competence for technical solutions,01fcdf18-388e-4936-8519-f8e0e7bfc34d,cts gmbh competence for technical solutions,exact_match,
felix gmbh,9298313,felix gmbh,felix gmbh,970c5f96-75bb-4a78-a346-29d78b4e6384,felix gmbh,exact_match,
bayerische regiobahn gmbh brb,31723151,bayerische regiobahn gmbh brb,bayerische regiobahn gmbh brb,c2b11fb0-bff6-4dba-95cc-cf191f8ad21e,bayerische regiobahn gmbh brb,exact_match,
weka media publishing gmbh,11476137,weka media publishing gmbh,weka media publishing gmbh,857c5ddf-c480-49d1-9e44-65b04b6d3d81,weka media publishing gmbh,exact_match,
projekt pro gmbh,31723232,projekt pro gmbh,projekt pro gmbh,5d801e71-2588-4263-a13c-f2151cc9315e,projekt pro gmbh,exact_match,
proske gmbh,2821132,proske gmbh,proske gmbh,a4d055fe-f725-468b-9234-6ddc4f5ebcb9,proske gmbh,exact_match,
noax technologies ag,2821350,noax technologies ag,noax technologies ag,3f0139b3-a029-4042-8095-dcc9bf6ff322,noax technologies ag,exact_match,
orca software gmbh,2821407,orca software gmbh,orca software gmbh,995e45aa-a117-4081-8d43-8938a6a7e51b,orca software gmbh,exact_match,
raiffeisenbank im oberland eg,786395,raiffeisenbank im oberland eg,raiffeisenbank im oberland eg,4e497b1a-32a0-4e86-a511-80af46f71f4a,raiffeisenbank im oberland eg,exact_match,
formware gmbh,49024716,formware gmbh,formware gmbh,4fd668c6-26c3-4289-b4f7-88cb6a141207,formware gmbh,exact_match,
traunmed sport und rehazentrum gmbh und co kg,41244962,traunmed sport und rehazentrum gmbh und co kg,traunmed sport und rehazentrum gmbh und co kg,3888e2ee-d50f-4d1f-adb3-9943c68d4c65,traunmed sport und rehazentrum gmbh und co kg,exact_match,
ines ag,2821578,ines ag,ines ag,9b3e1bac-5556-4eca-81c4-92979a32e34d,ines ag,exact_match,
miedl gmbh,2819555,miedl gmbh,miedl gmbh,902c518f-7756-4b97-97bf-b1c297c9ea21,miedl gmbh,exact_match,
work microwave gmbh,2820338,work microwave gmbh,work microwave gmbh,844069a0-a094-47ba-8829-d25aa8e0ca8b,work microwave gmbh,exact_match,
steuber gmbh,2820560,steuber gmbh,steuber gmbh,e652ecc4-70dc-4165-8128-c323ee3a984d,steuber gmbh,exact_match,
coscom computer gmbh,2820051,coscom computer gmbh,coscom computer gmbh,0075023a-b3eb-4d1c-8621-2cde76b5d1b4,coscom computer gmbh,exact_match,
kuhnbaumaschinen deutschland gmbh,2823880,kuhnbaumaschinen deutschland gmbh,kuhnbaumaschinen deutschland gmbh,c0e24820-720e-4237-b77e-abca6c4e68d8,kuhnbaumaschinen deutschland gmbh,exact_match,
element gmbh,2823759,element gmbh,element gmbh,bf95e157-c62b-442e-b1b6-7898e87ee242,element gmbh,exact_match,
ceralia getreideprodukte gmbh,2823697,ceralia getreideprodukte gmbh,ceralia getreideprodukte gmbh,b892a068-7ebf-482a-a78a-fa265a2af3c9,ceralia getreideprodukte gmbh,exact_match,
barnhouse naturprodukte gmbh,2824438,barnhouse naturprodukte gmbh,barnhouse naturprodukte gmbh,d56d3f7a-bd6f-4a6b-b140-098115fb73a6,barnhouse naturprodukte gmbh,exact_match,
isc innovative systems consulting ag,58878749,isc innovative systems consulting ag,isc innovative systems consulting ag,8d949aba-2b1c-46ac-826f-57007a4e61d6,isc innovative systems consulting ag,exact_match,
weka fachmedien gmbh,2824163,weka fachmedien gmbh,weka fachmedien gmbh,fe6da5eb-0a2b-4f9d-9f91-c8dc09d3a39c,weka fachmedien gmbh,exact_match,
byodo naturkost gmbh,2824336,byodo naturkost gmbh,byodo naturkost gmbh,867939d6-f409-4c3b-9e77-a081faea7a4d,byodo naturkost gmbh,exact_match,
paromed gmbh und co kg,2824299,paromed gmbh und co kg,paromed gmbh und co kg,6f2e0150-b908-4a00-93a8-d298ff202312,paromed gmbh und co kg,exact_match,
fug elektronik gmbh,2822667,fug elektronik gmbh,fug elektronik gmbh,fd18a2c5-dbfb-47eb-a58f-0a0f873a3e15,fug elektronik gmbh,exact_match,
wenatex das schlafsystem gmbh,2822292,wenatex das schlafsystem gmbh,wenatex das schlafsystem gmbh,cff10368-f04c-4173-8d75-db561cd9b9a7,wenatex das schlafsystem gmbh,exact_match,
dyneon gmbh,2823322,dyneon gmbh,dyneon gmbh,23d65f58-06e0-468c-8f11-fb4fbd9ba1db,dyneon gmbh,exact_match,
altmann gmbh,2823191,altmann gmbh,altmann gmbh,44a9c02a-9aa0-425e-a19b-056bc9478b63,altmann gmbh,exact_match,
formzeug formen und werkzeuggmbh und co kg,2572190,formzeug formen und werkzeuggmbh und co kg,formzeug formen und werkzeuggmbh und co kg,8ea0439f-74f0-429c-87e7-4c883e85cfd7,formzeug formen und werkzeuggmbh und co kg,exact_match,
telefonbau arthur schwabe gmbh und co kg,2572108,telefonbau arthur schwabe gmbh und co kg,telefonbau arthur schwabe gmbh und co kg,e3a192a7-e92c-44c2-9960-056180bc8d40,telefonbau arthur schwabe gmbh und co kg,exact_match,
hegenscheidtmfd gmbh,2572132,hegenscheidtmfd gmbh,hegenscheidtmfd gmbh,28e5dd5b-5389-4ef6-9171-fb039bef06eb,hegenscheidtmfd gmbh,exact_match,
mellerud chemie gmbh,2572725,mellerud chemie gmbh,mellerud chemie gmbh,05eb0400-1747-4c1a-8066-0df0265d2f60,mellerud chemie gmbh,exact_match,
aunde achter und ebels gmbh,169419009,aunde achter und ebels gmbh,aunde achter und ebels gmbh,5ad3c2b2-4b46-4034-b0a4-494db67c9826,aunde achter und ebels gmbh,exact_match,
ormazabal gmbh,41192997,ormazabal gmbh,ormazabal gmbh,2d3d2b65-fc06-466b-add5-8f783359b05d,ormazabal gmbh,exact_match,
hmm deutschland gmbh,30460380,hmm deutschland gmbh,hmm deutschland gmbh,1433735c-3159-4a0a-bad9-88a89c2abdcc,hmm deutschland gmbh,exact_match,
engineering dobersek gmbh,2574377,engineering dobersek gmbh,engineering dobersek gmbh,ad6dbb26-aa54-449b-8492-c52c6ab22a05,engineering dobersek gmbh,exact_match,
netpoint gmbh,2575208,netpoint gmbh,netpoint gmbh,2613d4e9-46d7-40d7-a644-6db9dfae1414,netpoint gmbh,exact_match,
atb schorch gmbh,2575283,atb schorch gmbh,atb schorch gmbh,0df73556-3801-4403-bc4e-e266ca570c69,atb schorch gmbh,exact_match,
pesch backwaren kg,2574944,pesch backwaren kg,pesch backwaren kg,ba11aa2d-00e2-43fd-8fcd-df659d6ebbe7,pesch backwaren kg,exact_match,
bds maschinen gmbh,2574900,bds maschinen gmbh,bds maschinen gmbh,c9f36288-7094-493a-b4f7-a110503f22e8,bds maschinen gmbh,exact_match,
bhm outsourcing personalmanagement zeitarbeit gmbh,2573581,bhm outsourcing personalmanagement zeitarbeit gmbh,bhm outsourcing personalmanagement zeitarbeit gmbh,b0432182-c821-4d42-b50f-42a2e502bcf4,bhm outsourcing personalmanagement zeitarbeit gmbh,exact_match,
gedak gmbh,2573146,gedak gmbh,gedak gmbh,9e2b0088-717e-4b2a-9c78-0a6c61f56262,gedak gmbh,exact_match,
autoteile post ag,2573949,autoteile post ag,autoteile post ag,aae4c384-b3d9-4480-b21a-d32a9e96e338,autoteile post ag,exact_match,
nagels druck gmbh,2574172,nagels druck gmbh,nagels druck gmbh,204e8172-06fa-4614-a8aa-1ddd8060c524,nagels druck gmbh,exact_match,
hanza beyers gmbh,12746090,hanza beyers gmbh,hanza beyers gmbh,47472961-f697-4280-abcb-f6a331ef8386,hanza beyers gmbh,exact_match,
mcc medical carecapital gmbh,173571777,mcc medical carecapital gmbh,mcc medical carecapital gmbh,2c8069dd-e10f-4d6d-8804-b99084d2eb37,mcc medical carecapital gmbh,exact_match,
abbelen gmbh,178132671,abbelen gmbh,abbelen gmbh,fb30b7cc-58af-4b42-bdde-6bf262a10264,abbelen gmbh,exact_match,
myfit24 gmbh,84660149,myfit24 gmbh,myfit24 gmbh,f1efdd6a-1a47-4398-90a5-53bda365cab2,myfit24 gmbh,exact_match,
impulse dynamics germany gmbh,83995112,impulse dynamics germany gmbh,impulse dynamics germany gmbh,afccddb5-55ee-4fea-bcc2-501ba54ff16f,impulse dynamics germany gmbh,exact_match,
cgw gmbh,92261205,cgw gmbh,cgw gmbh,73d7a0ed-e778-4059-bb09-d6aaad8f3383,cgw gmbh,exact_match,
anerga gmbh,104950069,anerga gmbh,anerga gmbh,a017906f-d69e-4236-90c6-a20deac462c1,anerga gmbh,exact_match,
ltw lufttechnik west kg,73635668,ltw lufttechnik west kg,ltw lufttechnik west kg,dee5858a-7087-4b5e-84f8-d9bfe11efda9,ltw lufttechnik west kg,exact_match,
taketv gmbh,413263448,taketv gmbh,taketv gmbh,9cd3cdcc-0f1d-46a8-a9c3-6e9d4a3a4dd7,taketv gmbh,exact_match,
bray armaturen und antriebe gmbh,384976916,bray armaturen und antriebe gmbh,bray armaturen und antriebe gmbh,0ddd1e21-eb18-44e3-bb53-147368f35b59,bray armaturen und antriebe gmbh,exact_match,
arineo gmbh,394088555,arineo gmbh,arineo gmbh,ac04e16d-8a6e-4fd0-b21b-50e7eaff2dd6,arineo gmbh,exact_match,
ccv gmbh,61728989,ccv gmbh,ccv gmbh,01a00721-2796-4503-85b3-04eda4d264c6,ccv gmbh,exact_match,
equiva vertriebs gmbh,60174406,equiva vertriebs gmbh,equiva vertriebs gmbh,aca6110b-628c-40d9-9896-3a4e3f4c7bc6,equiva vertriebs gmbh,exact_match,
schmolz bickenbach guss gmbh,61728991,schmolz bickenbach guss gmbh,schmolz bickenbach guss gmbh,5861f9cc-a2f6-485f-b90a-65a23b0969f1,schmolz bickenbach guss gmbh,exact_match,
paradies gmbh,61728996,paradies gmbh,paradies gmbh,66c7044a-02dc-44fb-b073-b0199943cab6,paradies gmbh,exact_match,
getair gmbh,178132753,getair gmbh,getair gmbh,a5f42eb7-2b77-4234-9b84-3c09b7649cf2,getair gmbh,exact_match,
aidura gmbh,249022602,aidura gmbh,aidura gmbh,0a04d7aa-4e1a-4017-bacb-b35d34e5b716,aidura gmbh,exact_match,
sl projektmanagement gmbh,251724246,sl projektmanagement gmbh,sl projektmanagement gmbh,ee1bed68-7234-4938-8509-6c39d650280d,sl projektmanagement gmbh,exact_match,
planprotect ag,257222075,planprotect ag,planprotect ag,7ef61477-f114-4c44-8bc8-4165a755795a,planprotect ag,exact_match,
tin industrieservice ek,97712165,tin industrieservice ek,tin industrieservice ek,9aec39d2-f7ca-4927-8692-a50c514915b6,tin industrieservice ek,exact_match,
heesen gmbh,133206961,heesen gmbh,heesen gmbh,714d5b66-dfad-48b7-94c3-706c043e9a5d,heesen gmbh,exact_match,
noreva gmbh,6545260,noreva gmbh,noreva gmbh,93a801e9-4c28-4303-be59-7add37d0a16e,noreva gmbh,exact_match,
paul wolff gmbh,6545223,paul wolff gmbh,paul wolff gmbh,56ff07eb-92f2-446c-a2d6-049c8c317fc2,paul wolff gmbh,exact_match,
kothes gmbh,14456864,kothes gmbh,kothes gmbh,54741a68-06a4-4d0b-975f-681160bfbd23,kothes gmbh,exact_match,
imatuve gmbh,7700955,imatuve gmbh,imatuve gmbh,e83f07a4-9562-4437-a21c-f2fa7887e2ae,imatuve gmbh,exact_match,
helcotec chemie u technik gmbh,2575939,helcotec chemie u technik gmbh,helcotec chemie u technik gmbh,c8656898-eafc-49f2-b35c-b99dbe067f60,helcotec chemie u technik gmbh,exact_match,
in time personaldienstleistungen gmbh und co kg,2575874,in time personaldienstleistungen gmbh und co kg,in time personaldienstleistungen gmbh und co kg,4cc2c7af-39dd-4957-b5f9-d18fb1d272a0,in time personaldienstleistungen gmbh und co kg,exact_match,
groschopp ag drives und more,6545169,groschopp ag drives und more,groschopp ag drives und more,c63ed5d1-6f1a-4f7e-b949-b2807a944d98,groschopp ag drives und more,exact_match,
interflon deutschland gmbh,2576151,interflon deutschland gmbh,interflon deutschland gmbh,913acef4-deb0-4693-bab8-70b64db684de,interflon deutschland gmbh,exact_match,
galdora personalmanagement gmbh und co kg,73635786,galdora personalmanagement gmbh und co kg,galdora personalmanagement gmbh und co kg,7c782a92-dffa-4138-89d4-584ecc3b296f,galdora personalmanagement gmbh und co kg,exact_match,
rebound electronics gmbh,74258396,rebound electronics gmbh,rebound electronics gmbh,403922ca-8c5a-4042-9f9b-00c694f9eda1,rebound electronics gmbh,exact_match,
dr schrammen architekten bda gmbh und co kg,16623898,dr schrammen architekten bda gmbh und co kg,dr schrammen architekten bda gmbh und co kg,bac3327b-1ff8-41a7-b15f-549eb240058d,dr schrammen architekten bda gmbh und co kg,exact_match,
schaaf gmbh und co kg,31132598,schaaf gmbh und co kg,schaaf gmbh und co kg,958188cc-db0a-49af-bd44-8cd082f450a9,schaaf gmbh und co kg,exact_match,
einrichtungshaus franz knuffmann gmbh und co kg,11459497,einrichtungshaus franz knuffmann gmbh und co kg,einrichtungshaus franz knuffmann gmbh und co kg,6914e921-11e8-4a48-8fab-ed379642dfc1,einrichtungshaus franz knuffmann gmbh und co kg,exact_match,
jobvector gmbh,30671584,jobvector gmbh,jobvector gmbh,261a3835-f6f3-4b40-a77a-66b528637f71,jobvector gmbh,exact_match,
pk office gmbh,52097849,pk office gmbh,pk office gmbh,253b7496-b356-498c-9368-147d4c465792,pk office gmbh,exact_match,
personalkonzept meurer gmbh,41193875,personalkonzept meurer gmbh,personalkonzept meurer gmbh,bd5edbbe-c3f4-4fd6-9860-32634ee97e40,personalkonzept meurer gmbh,exact_match,
prodi gmbh,41194094,prodi gmbh,prodi gmbh,9fc4ade2-26ec-4d9e-953f-130071a5f61b,prodi gmbh,exact_match,
faktum gmbh personalentwicklung und vermittlung,31694525,faktum gmbh personalentwicklung und vermittlung,faktum gmbh personalentwicklung und vermittlung,bef2599e-3e02-40b1-9c7f-7f0f5c7dfbb9,faktum gmbh personalentwicklung und vermittlung,exact_match,
cannamedical pharma gmbh,314781232,cannamedical pharma gmbh,cannamedical pharma gmbh,a2b31859-c7c6-465d-a04e-09ab44a95d83,cannamedical pharma gmbh,exact_match,
everbrent gmbh,308405149,everbrent gmbh,everbrent gmbh,a9093e75-8864-44fc-9999-84fdd49f4d88,everbrent gmbh,exact_match,
revive gmbh,387417493,revive gmbh,revive gmbh,aea99cca-a558-408a-83d4-704dca26b37a,revive gmbh,exact_match,
mtde gmbh,305596042,mtde gmbh,mtde gmbh,0c1fb5bd-1ea3-4af7-8be1-2554f7105ae9,mtde gmbh,exact_match,
corius deutschland gmbh,297368682,corius deutschland gmbh,corius deutschland gmbh,a9461742-3f07-49ce-a6d8-f38b40fc8202,corius deutschland gmbh,exact_match,
cm4all gmbh,386557059,cm4all gmbh,cm4all gmbh,45830ab1-77ee-4386-89f4-a7b654a666fb,cm4all gmbh,exact_match,
zener telekom gmbh,382677080,zener telekom gmbh,zener telekom gmbh,0cdf3b16-1857-4df9-be15-e7e9aa0a0514,zener telekom gmbh,exact_match,
alos gmbh,382677387,alos gmbh,alos gmbh,a240d6f2-c84f-42b7-843e-815050288e1f,alos gmbh,exact_match,
cpg sales gmbh,392342769,cpg sales gmbh,cpg sales gmbh,d9481a1c-cffb-4a6a-847b-8a142da969c8,cpg sales gmbh,exact_match,
innovas gmbh,389827381,innovas gmbh,innovas gmbh,51978c09-4269-4d9a-8c7b-dc3139515a97,innovas gmbh,exact_match,
kerberos compliancemanagementsysteme gmbh,367680266,kerberos compliancemanagementsysteme gmbh,kerberos compliancemanagementsysteme gmbh,e1f5426b-096a-47bf-9021-7dafab98339d,kerberos compliancemanagementsysteme gmbh,exact_match,
serverhero gmbh,367680186,serverhero gmbh,serverhero gmbh,a40753a1-7c05-4ed3-aac8-7b87be5ee412,serverhero gmbh,exact_match,
vivaflex personal gmbh,379221050,vivaflex personal gmbh,vivaflex personal gmbh,4ae57a41-69f1-4e43-8385-fe121e033d38,vivaflex personal gmbh,exact_match,
