orbis_name,id,original_orbis_name,kununu_name,kununu_id,original_kununu_name,match_type,Unnamed: 0
hosokawa alpine ag,2751554,hosokawa alpine ag,hosokawa alpine ag,6ae083bd-850c-4032-ae84-733d7c164774,hosokawa alpine ag,exact_match,
dehn se,510290189,dehn se,dehn se,fe949e97-4b50-4b83-ae7f-6dbbcae228b9,dehn se,exact_match,
tb international gmbh,15892354,tb international gmbh,tb international gmbh,bc939c6e-b322-46e3-8035-4dd8d34c8b48,tb international gmbh,exact_match,
allguth gmbh,2773679,allguth gmbh,allguth gmbh,7e57053a-eac1-4295-8f17-7e33b006d110,allguth gmbh,exact_match,
autohaus siebrecht gmbh,2310657,autohaus siebrecht gmbh,autohaus siebrecht gmbh,e2b36818-8c12-4973-8f28-f737f49b58f8,autohaus siebrecht gmbh,exact_match,
vitanas gmbh und co kgaa,8893495,vitanas gmbh und co kgaa,vitanas gmbh und co kgaa,e009f538-69aa-4507-9847-d1fbfb8e77d2,vitanas gmbh und co kgaa,exact_match,
chanel gmbh,11441929,chanel gmbh,chanel gmbh,bc6b437b-3a64-4e1f-be47-60a538fa6890,chanel gmbh,exact_match,
crown gabelstapler gmbh und co kg,8173222,crown gabelstapler gmbh und co kg,crown gabelstapler gmbh und co kg,ee364ad7-7249-467a-b2da-46266b8ea94d,crown gabelstapler gmbh und co kg,exact_match,
hamberger grossmarkt gmbh,31133867,hamberger grossmarkt gmbh,hamberger grossmarkt gmbh,a66b389c-ebc5-49e1-8626-de58a91bf637,hamberger grossmarkt gmbh,exact_match,
deutsche doka schalungstechnik gmbh,2841055,deutsche doka schalungstechnik gmbh,deutsche doka schalungstechnik gmbh,5bee1acd-a3da-44a1-aa0b-13f77d5a0719,deutsche doka schalungstechnik gmbh,exact_match,
johannes j matthies gmbh und co kg,2315007,johannes j matthies gmbh und co kg,johannes j matthies gmbh und co kg,f950e9d8-a061-4445-8e72-7eb24ece4152,johannes j matthies gmbh und co kg,exact_match,
infraserv gmbh und co wiesbaden kg,2646797,infraserv gmbh und co wiesbaden kg,infraserv gmbh und co wiesbaden kg,870b578b-5fa8-4eb8-b9d2-644c7aba7d52,infraserv gmbh und co wiesbaden kg,exact_match,
luigi lavazza deutschland gmbh,48981670,luigi lavazza deutschland gmbh,luigi lavazza deutschland gmbh,c7c56072-3baf-48ed-a118-8ab17d70303e,luigi lavazza deutschland gmbh,exact_match,
r stahl ag,2674211,r stahl ag,r stahl ag,4f93073a-33dd-407b-a0ad-fc07f8ff2ce9,r stahl ag,exact_match,
fes frankfurter entsorgungs und service gmbh,2612735,fes frankfurter entsorgungs und service gmbh,fes frankfurter entsorgungs und service gmbh,63196452-fc08-40ce-bbea-fd5bea932093,fes frankfurter entsorgungs und service gmbh,exact_match,
toray international europe gmbh,2643877,toray international europe gmbh,toray international europe gmbh,faff2ca8-81cc-4a92-a491-e782f4cb0203,toray international europe gmbh,exact_match,
future electronics deutschland gmbh,2842582,future electronics deutschland gmbh,future electronics deutschland gmbh,6a0329c6-82a4-4838-8c4f-72bb4f1676fc,future electronics deutschland gmbh,exact_match,
morphosys ag,2846735,morphosys ag,morphosys ag,94e4db48-9ad3-4450-9f0e-466d086dd727,morphosys ag,exact_match,
auxilium gmbh,104877173,auxilium gmbh,auxilium gmbh,cd55c35a-7e36-44bb-ac9a-d3429aa74b0b,auxilium gmbh,exact_match,
leistritz ag,58698164,leistritz ag,leistritz ag,6bf67f24-955c-4e02-986f-2543e742ab8f,leistritz ag,exact_match,
psg procurement services gmbh,8009464,psg procurement services gmbh,psg procurement services gmbh,bbc478fc-fedc-420f-a4fa-9e082c8674a8,psg procurement services gmbh,exact_match,
ekservicegroup eg,2450694,ekservicegroup eg,ekservicegroup eg,bcb87c18-412d-4819-a41e-a94b3b066502,ekservicegroup eg,exact_match,
byteclub gmbh,2337169,byteclub gmbh,byteclub gmbh,5f0ff072-a060-46c0-8986-df86c863a05f,byteclub gmbh,exact_match,
wiebe holding gmbh und co kg,2295924,wiebe holding gmbh und co kg,wiebe holding gmbh und co kg,413eedfa-7e3e-4166-bca6-5063453a14cd,wiebe holding gmbh und co kg,exact_match,
elblandkliniken stiftung und co kg,58933368,elblandkliniken stiftung und co kg,elblandkliniken stiftung und co kg,30b01280-6172-4cb2-b6e3-6180bb162428,elblandkliniken stiftung und co kg,exact_match,
basler ag,2387817,basler ag,basler ag,21c63bc4-d3ba-4181-98c5-a0a1911fd8cc,basler ag,exact_match,
zeag energie ag,49051735,zeag energie ag,zeag energie ag,fb3bf33b-4ac8-4dd2-8e3f-ed9abbaf57ab,zeag energie ag,exact_match,
haemato pharm gmbh,15758113,haemato pharm gmbh,haemato pharm gmbh,7d5a6db4-3d3e-4172-a1c9-e745458217a1,haemato pharm gmbh,exact_match,
stratec se,2698692,stratec se,stratec se,d73344c7-f30e-4bfe-826c-9960a42f5ef7,stratec se,exact_match,
waldaschaff automotive gmbh,2748908,waldaschaff automotive gmbh,waldaschaff automotive gmbh,5492b96f-9240-47a8-a162-a86fe6345ab5,waldaschaff automotive gmbh,exact_match,
stadtwerke solingen gmbh,2587788,stadtwerke solingen gmbh,stadtwerke solingen gmbh,52c79d05-3b1f-4e5f-8921-87cc5a5c897b,stadtwerke solingen gmbh,exact_match,
berger holding gmbh und co kg,2773156,berger holding gmbh und co kg,berger holding gmbh und co kg,36fa2de0-fc9f-4a11-b22c-9054589deae6,berger holding gmbh und co kg,exact_match,
elbe flugzeugwerke gmbh,2399485,elbe flugzeugwerke gmbh,elbe flugzeugwerke gmbh,5c9b1ae4-3cd5-43e1-9297-8c75ed00f225,elbe flugzeugwerke gmbh,exact_match,
physik instrumente pi gmbh und co kg,2677483,physik instrumente pi gmbh und co kg,physik instrumente pi gmbh und co kg,2ecf8d43-fb24-4281-a5e6-cb137557d094,physik instrumente pi gmbh und co kg,exact_match,
apoprojekt gmbh,41146388,apoprojekt gmbh,apoprojekt gmbh,a5fe0486-8512-478a-ad53-4757b0d66b36,apoprojekt gmbh,exact_match,
eurobahn gmbh und co kg,50913514,eurobahn gmbh und co kg,eurobahn gmbh und co kg,74daf894-18d4-4d0f-b4c4-db5e6b4171ec,eurobahn gmbh und co kg,exact_match,
tlg immobilien ag,2269294,tlg immobilien ag,tlg immobilien ag,079aa96b-760d-4a16-ae83-28a29aee4ff3,tlg immobilien ag,exact_match,
schufa holding ag,8171483,schufa holding ag,schufa holding ag,f67b6e6f-2997-4892-9272-58efe55f97e0,schufa holding ag,exact_match,
casio europe gmbh,2388603,casio europe gmbh,casio europe gmbh,657872f7-fe9b-41ce-a2fa-beacce2c94cb,casio europe gmbh,exact_match,
noventi health se,346349321,noventi health se,noventi health se,77f800b9-0e76-473a-b18d-4b1539b8a16c,noventi health se,exact_match,
hisense gorenje germany gmbh,386532598,hisense gorenje germany gmbh,hisense gorenje germany gmbh,9866f2c3-ca8a-4f40-988d-781f4b9a86fc,hisense gorenje germany gmbh,exact_match,
team beverage ag,31130778,team beverage ag,team beverage ag,ce38111a-c5a5-4c46-8abc-e476a2496a17,team beverage ag,exact_match,
vestel germany gmbh,60521902,vestel germany gmbh,vestel germany gmbh,2f184d3d-481b-49d2-bd19-74748892f968,vestel germany gmbh,exact_match,
richard wolf gmbh,2698047,richard wolf gmbh,richard wolf gmbh,e2b2f03d-a40f-4f2b-a84c-b36ca97b5558,richard wolf gmbh,exact_match,
dkb service gmbh,8166640,dkb service gmbh,dkb service gmbh,03ac88e2-ac0e-42ca-bc72-5868e38814aa,dkb service gmbh,exact_match,
klinikum mittelbaden ggmbh,12074009,klinikum mittelbaden ggmbh,klinikum mittelbaden ggmbh,a22fc1f4-91f1-488e-8fd2-547858ede027,klinikum mittelbaden ggmbh,exact_match,
zentiva pharma gmbh,2583737,zentiva pharma gmbh,zentiva pharma gmbh,b0e8efb3-09e9-4f00-b4b9-f0dd980e421c,zentiva pharma gmbh,exact_match,
daikin airconditioning germany gmbh,2846716,daikin airconditioning germany gmbh,daikin airconditioning germany gmbh,68cdd307-24e3-47f5-9fce-05315e74296b,daikin airconditioning germany gmbh,exact_match,
wilma immobilien gmbh,2529664,wilma immobilien gmbh,wilma immobilien gmbh,1f1df1f0-c557-453f-a7ce-8c78625c8025,wilma immobilien gmbh,exact_match,
dr fritz faulhaber gmbh und co kg,2721644,dr fritz faulhaber gmbh und co kg,dr fritz faulhaber gmbh und co kg,67657852-727b-47fa-8088-3d3028a846b5,dr fritz faulhaber gmbh und co kg,exact_match,
toshiba tec germany imaging systems gmbh,7589856,toshiba tec germany imaging systems gmbh,toshiba tec germany imaging systems gmbh,a1d1bcd0-2e0b-4966-8215-4457c31d29c5,toshiba tec germany imaging systems gmbh,exact_match,
tetra gmbh,2375098,tetra gmbh,tetra gmbh,02f8e026-6c3e-466d-aaf4-d561dbcec367,tetra gmbh,exact_match,
upfield deutschland gmbh,228119619,upfield deutschland gmbh,upfield deutschland gmbh,c19a39de-5462-43c8-bd88-3631a9b78c2a,upfield deutschland gmbh,exact_match,
hugo pfohe gmbh,396222211,hugo pfohe gmbh,hugo pfohe gmbh,8555af79-c719-4f71-ae72-33742f81de6d,hugo pfohe gmbh,exact_match,
nal von minden gmbh,2570265,nal von minden gmbh,nal von minden gmbh,1d8c3f99-5c2c-49cf-bc08-538e10ecd2d8,nal von minden gmbh,exact_match,
tricor packaging und logistics ag,59039548,tricor packaging und logistics ag,tricor packaging und logistics ag,7dc54fa0-5b85-4e2e-98e4-db44775d9f1f,tricor packaging und logistics ag,exact_match,
audible gmbh,50983511,audible gmbh,audible gmbh,c999ee24-27f3-4db0-b533-f396cfd45dd2,audible gmbh,exact_match,
wiro wohnen in rostock wohnungsgesellschaft mbh,2420279,wiro wohnen in rostock wohnungsgesellschaft mbh,wiro wohnen in rostock wohnungsgesellschaft mbh,9f47d11c-8d12-4d0a-84a4-3b1f0fb48da3,wiro wohnen in rostock wohnungsgesellschaft mbh,exact_match,
verizon deutschland gmbh,2468974,verizon deutschland gmbh,verizon deutschland gmbh,56156c6b-808c-4c01-b45d-1ee58aa47771,verizon deutschland gmbh,exact_match,
mannesmann precision tubes gmbh,57043848,mannesmann precision tubes gmbh,mannesmann precision tubes gmbh,9534cc2e-b188-4246-ab95-5ea0ef8b59bb,mannesmann precision tubes gmbh,exact_match,
bio company se,470696860,bio company se,bio company se,1d512dff-f897-4916-95a5-984553c197f0,bio company se,exact_match,
dspace gmbh,2504123,dspace gmbh,dspace gmbh,3ff82b54-bc6c-4f4d-bc9f-18a583096c6d,dspace gmbh,exact_match,
energie waldeckfrankenberg gmbh,2629245,energie waldeckfrankenberg gmbh,energie waldeckfrankenberg gmbh,b3b7343f-f390-4d48-89eb-ded0f53ed962,energie waldeckfrankenberg gmbh,exact_match,
alb fils kliniken gmbh,61733547,alb fils kliniken gmbh,alb fils kliniken gmbh,2874c4cf-7b26-4d0e-bfec-846f1dc2d39d,alb fils kliniken gmbh,exact_match,
regiocom se,2419316,regiocom se,regiocom se,786ea3da-a93c-49eb-b5d8-3bf711ff63f6,regiocom se,exact_match,
vinzenz von paul kliniken ggmbh,2735457,vinzenz von paul kliniken ggmbh,vinzenz von paul kliniken ggmbh,21b2d54b-6bb5-45c7-8dda-f18709821add,vinzenz von paul kliniken ggmbh,exact_match,
klinikum bad hersfeld gmbh,2629139,klinikum bad hersfeld gmbh,klinikum bad hersfeld gmbh,1f348fa3-62aa-4824-82a5-193d69e0b1a1,klinikum bad hersfeld gmbh,exact_match,
tarox ag,7698402,tarox ag,tarox ag,47f8e237-00d0-4b96-bb6b-ec7190e668a2,tarox ag,exact_match,
zech hochbau ag,32097934,zech hochbau ag,zech hochbau ag,f550fee8-8b22-4d44-bfd3-02abfc64c449,zech hochbau ag,exact_match,
tip trailer services germany gmbh,2341096,tip trailer services germany gmbh,tip trailer services germany gmbh,46e66832-ca09-49f3-b37c-f3696dac4876,tip trailer services germany gmbh,exact_match,
littlebit technology gmbh,75122994,littlebit technology gmbh,littlebit technology gmbh,b5897e1f-3a56-4b15-81f4-a777cdb84387,littlebit technology gmbh,exact_match,
tx logistik ag,2528657,tx logistik ag,tx logistik ag,9eb176c9-c897-4586-a553-1cc851a96ab3,tx logistik ag,exact_match,
kyocera document solutions deutschland gmbh,2570189,kyocera document solutions deutschland gmbh,kyocera document solutions deutschland gmbh,e4298899-f6d2-4e41-bcc6-1d5d032a07b0,kyocera document solutions deutschland gmbh,exact_match,
schill seilacher gmbh,2721814,schill seilacher gmbh,schill seilacher gmbh,cca13156-584d-4678-8d2f-4a4240a817d7,schill seilacher gmbh,exact_match,
deutsche saatveredelung ag,2503224,deutsche saatveredelung ag,deutsche saatveredelung ag,3823d43e-cde1-44f5-b057-fa133f47b713,deutsche saatveredelung ag,exact_match,
industria wohnen gmbh,2607898,industria wohnen gmbh,industria wohnen gmbh,79548edb-d461-4bb6-99af-c514b0396958,industria wohnen gmbh,exact_match,
die schneider gruppe gmbh,2395401,die schneider gruppe gmbh,die schneider gruppe gmbh,67e41aec-de48-45b0-b1a8-4c7c8135ec8f,die schneider gruppe gmbh,exact_match,
martinswerk gmbh,2555458,martinswerk gmbh,martinswerk gmbh,52553ad0-4c46-47cf-a671-edf90e03be50,martinswerk gmbh,exact_match,
akroplastic gmbh,2524052,akroplastic gmbh,akroplastic gmbh,7fa3752a-7dda-449e-a258-4d052a87f905,akroplastic gmbh,exact_match,
yncoris gmbh und co kg,2565372,yncoris gmbh und co kg,yncoris gmbh und co kg,c49b45ff-315d-4953-8331-807f0b6f9bcb,yncoris gmbh und co kg,exact_match,
ostermeier gmbh und co kg,2844737,ostermeier gmbh und co kg,ostermeier gmbh und co kg,98338c07-6a75-45bc-a861-82d9b3f63090,ostermeier gmbh und co kg,exact_match,
office people personalmanagement gmbh,18501091,office people personalmanagement gmbh,office people personalmanagement gmbh,c8c8aa92-5dac-42fc-b280-e1a392682921,office people personalmanagement gmbh,exact_match,
almirall hermal gmbh,41158253,almirall hermal gmbh,almirall hermal gmbh,2977e4f8-9c9c-422a-9179-913537075503,almirall hermal gmbh,exact_match,
aventics gmbh,172120592,aventics gmbh,aventics gmbh,a53c8709-0a55-42f0-8b8d-4933a31c985b,aventics gmbh,exact_match,
boie gmbh und co kg,2364189,boie gmbh und co kg,boie gmbh und co kg,8173fff3-3c2d-4674-b0af-8ecd93d174aa,boie gmbh und co kg,exact_match,
kplus gruppe gmbh,2587609,kplus gruppe gmbh,kplus gruppe gmbh,ce9715df-34e9-4e33-900c-a2825cc89fa3,kplus gruppe gmbh,exact_match,
dibag industriebau ag,2778252,dibag industriebau ag,dibag industriebau ag,fe376137-b586-4ca8-96eb-bfe2101218d2,dibag industriebau ag,exact_match,
manz ag,58330497,manz ag,manz ag,89a57799-12fb-47d8-b921-70c69ea1171f,manz ag,exact_match,
dedalus healthcare gmbh,2528662,dedalus healthcare gmbh,dedalus healthcare gmbh,728811c6-c67e-4e70-b4e3-9dc73734c3d1,dedalus healthcare gmbh,exact_match,
falke kgaa,31132115,falke kgaa,falke kgaa,0ce7e347-a6ba-4735-b728-ca9ebcd5fce6,falke kgaa,exact_match,
rheinneckarverkehr gmbh,11467228,rheinneckarverkehr gmbh,rheinneckarverkehr gmbh,11a84b04-bb24-4737-ab42-91c9ce7c2315,rheinneckarverkehr gmbh,exact_match,
maschinenfabrik alfing kessler gmbh,2744610,maschinenfabrik alfing kessler gmbh,maschinenfabrik alfing kessler gmbh,384d4347-27e2-4c24-af22-adc7e8fddf24,maschinenfabrik alfing kessler gmbh,exact_match,
auto weller gmbh und co kg,61434758,auto weller gmbh und co kg,auto weller gmbh und co kg,0eb048df-44b4-4562-94b2-a6b32336e10d,auto weller gmbh und co kg,exact_match,
dunkermotoren gmbh,83009574,dunkermotoren gmbh,dunkermotoren gmbh,8def9ef8-aeea-4adc-9cfa-8584ee3ee28e,dunkermotoren gmbh,exact_match,
axicorp gmbh,8917708,axicorp gmbh,axicorp gmbh,6b937a36-843d-4f88-a9a8-469ad906dcd8,axicorp gmbh,exact_match,
leipziger wohnungs und baugesellschaft mbh,2412568,leipziger wohnungs und baugesellschaft mbh,leipziger wohnungs und baugesellschaft mbh,122b4395-d66c-41cf-aaef-42dcafe4b023,leipziger wohnungs und baugesellschaft mbh,exact_match,
flottweg se,2848292,flottweg se,flottweg se,776e7a2b-ad1f-4aad-92e0-8a9558d2ed5d,flottweg se,exact_match,
leifheit ag,2633212,leifheit ag,leifheit ag,7e9c0ddc-4886-47a1-8225-4cafb804dea4,leifheit ag,exact_match,
francotyppostalia holding ag,18485166,francotyppostalia holding ag,francotyppostalia holding ag,63be2bb8-734a-4c0e-9282-73aae1fb1ff4,francotyppostalia holding ag,exact_match,
bruss sealing systems gmbh,2384209,bruss sealing systems gmbh,bruss sealing systems gmbh,a7fc5018-3ec2-4bfc-9434-d4895dbf2c0f,bruss sealing systems gmbh,exact_match,
prowin winter gmbh,2718082,prowin winter gmbh,prowin winter gmbh,9cdad3d1-1523-4547-b7b6-ef62de9f4a2b,prowin winter gmbh,exact_match,
syngenta agro gmbh,6546561,syngenta agro gmbh,syngenta agro gmbh,5aba5197-46d7-482d-915f-c7332c592851,syngenta agro gmbh,exact_match,
intel deutschland gmbh,84947889,intel deutschland gmbh,intel deutschland gmbh,f344cb55-2480-4f2c-94c1-e7cbdc285e9f,intel deutschland gmbh,exact_match,
bienzenker gmbh,192526039,bienzenker gmbh,bienzenker gmbh,79e65dc6-81a0-417c-938d-6f522de401f6,bienzenker gmbh,exact_match,
interxion deutschland gmbh,2614599,interxion deutschland gmbh,interxion deutschland gmbh,c75004f9-7feb-4ab2-9316-c2cf3c4324e6,interxion deutschland gmbh,exact_match,
allianz handwerker services gmbh,2787770,allianz handwerker services gmbh,allianz handwerker services gmbh,201ac3e6-b86b-4324-b8af-517525fc3b4b,allianz handwerker services gmbh,exact_match,
wavin gmbh,35558180,wavin gmbh,wavin gmbh,3091eba0-a582-4f40-b31c-7d715a6efb01,wavin gmbh,exact_match,
bfl leasing gmbh,2609265,bfl leasing gmbh,bfl leasing gmbh,c8132055-40f8-4aab-8be0-1a6972b190ac,bfl leasing gmbh,exact_match,
convivo holding gmbh,2302748,convivo holding gmbh,convivo holding gmbh,37698c0a-a94c-4b71-a0f3-679d73a4b295,convivo holding gmbh,exact_match,
milei gmbh,2804374,milei gmbh,milei gmbh,ad37a815-39af-4292-89c9-e5fb5d318923,milei gmbh,exact_match,
global tech i offshore wind gmbh,108765016,global tech i offshore wind gmbh,global tech i offshore wind gmbh,c3ff1ca5-f5a5-4630-8a20-fde860d3e353,global tech i offshore wind gmbh,exact_match,
emp merchandising handelsgesellschaft mbh,2391838,emp merchandising handelsgesellschaft mbh,emp merchandising handelsgesellschaft mbh,09dec317-402e-4569-8af1-2d1bc5f55092,emp merchandising handelsgesellschaft mbh,exact_match,
goldgas gmbh,60709539,goldgas gmbh,goldgas gmbh,17b989e0-3db3-4055-9af2-a61f004214b8,goldgas gmbh,exact_match,
lyreco deutschland gmbh,73625951,lyreco deutschland gmbh,lyreco deutschland gmbh,b76d565c-70ce-458a-979f-6bf58c45d340,lyreco deutschland gmbh,exact_match,
miavit stefan niemeyer gmbh,8893953,miavit stefan niemeyer gmbh,miavit stefan niemeyer gmbh,108d3776-e6d0-460e-867a-f5b31d964557,miavit stefan niemeyer gmbh,exact_match,
lucky bikede gmbh,31673898,lucky bikede gmbh,lucky bikede gmbh,635e17bc-57aa-46db-b704-d866891599f9,lucky bikede gmbh,exact_match,
sumida components und modules gmbh,11475475,sumida components und modules gmbh,sumida components und modules gmbh,179d97d7-7181-4acf-83d4-280af47f36cc,sumida components und modules gmbh,exact_match,
sumitomo shi demag plastics machinery gmbh,59039723,sumitomo shi demag plastics machinery gmbh,sumitomo shi demag plastics machinery gmbh,209577b4-cede-49f9-9cfd-ae1491ed32bb,sumitomo shi demag plastics machinery gmbh,exact_match,
ihi charging systems international gmbh,2667849,ihi charging systems international gmbh,ihi charging systems international gmbh,be149242-60e2-4197-bae9-7b918d4ab24b,ihi charging systems international gmbh,exact_match,
esolutions gmbh,74265012,esolutions gmbh,esolutions gmbh,6a316ce3-bebd-47a6-ae71-f448828a4c7d,esolutions gmbh,exact_match,
hanse haus gmbh,2839912,hanse haus gmbh,hanse haus gmbh,966360a8-d2c9-4648-a79c-6fde777fe8f9,hanse haus gmbh,exact_match,
autohaus marnet gmbh und co kg,2649846,autohaus marnet gmbh und co kg,autohaus marnet gmbh und co kg,2d4b746a-9a1e-4f4b-b818-aa8e7a9cbd54,autohaus marnet gmbh und co kg,exact_match,
2g energietechnik gmbh,2497635,2g energietechnik gmbh,2g energietechnik gmbh,9bf61ed8-3358-4ecf-a7ba-ca214c54b76c,2g energietechnik gmbh,exact_match,
sprint sanierung gmbh,2565400,sprint sanierung gmbh,sprint sanierung gmbh,301bae84-ed3c-42bc-84a4-56c899a6aace,sprint sanierung gmbh,exact_match,
robert kunzmann gmbh und co kg,2745824,robert kunzmann gmbh und co kg,robert kunzmann gmbh und co kg,36f4d0c1-8c51-46a3-87c0-98b41f85653c,robert kunzmann gmbh und co kg,exact_match,
bitolagertechnik bittmann gmbh,2599238,bitolagertechnik bittmann gmbh,bitolagertechnik bittmann gmbh,a62958c2-897b-4058-997a-80ef2b7ab373,bitolagertechnik bittmann gmbh,exact_match,
winterhalter gastronom gmbh,2804422,winterhalter gastronom gmbh,winterhalter gastronom gmbh,f64cbc3b-b968-4767-8ab4-bebca0920bdb,winterhalter gastronom gmbh,exact_match,
media broadcast gmbh,11456101,media broadcast gmbh,media broadcast gmbh,08e814c9-f845-4ee6-bf06-226b000d88c8,media broadcast gmbh,exact_match,
karl berrang gmbh,2688545,karl berrang gmbh,karl berrang gmbh,a8c75c7e-f81b-4f1e-af17-3a9992dd175b,karl berrang gmbh,exact_match,
ernst granzow gmbh und co kg,2721252,ernst granzow gmbh und co kg,ernst granzow gmbh und co kg,41e10482-d227-40db-853d-0470a5b44d69,ernst granzow gmbh und co kg,exact_match,
dynabook europe gmbh,394664458,dynabook europe gmbh,dynabook europe gmbh,02b9d39c-488a-47b4-855e-534c581c96fe,dynabook europe gmbh,exact_match,
stadtwerke dinslaken gmbh,2595163,stadtwerke dinslaken gmbh,stadtwerke dinslaken gmbh,a418cb37-0a25-4fd7-91f6-ae0f0f3e0973,stadtwerke dinslaken gmbh,exact_match,
